feat0,feat1,feat2,feat3,feat4,feat5,feat6,feat7,feat8,feat9,feat10,feat11,feat12,feat13,feat14,feat15,feat16,feat17,feat18,feat19,feat20,feat21,feat22,feat23,feat24,feat25,feat26,feat27,feat28,feat29,feat30,feat31,feat32,feat33,feat34,feat35,feat36,feat37,feat38,feat39,feat40,feat41,feat42,feat43,feat44,feat45,feat46,feat47,feat48,feat49,feat50,feat51,feat52,feat53,feat54,feat55,feat56,feat57,feat58,feat59,target

-5.573047637939453,-24.323043823242188,50.23995590209961,-31.899520874023438,8.48516845703125,32.70885467529297,-50.58510208129883,23.729888916015625,13.177255630493164,-62.237937927246094,27.2171630859375,-4.309726715087891,-4.243894577026367,32.080474853515625,-0.3137359619140625,-31.334365844726562,50.29350280761719,-21.841527938842773,-52.56763458251953,44.602294921875,-22.69167709350586,-62.74271774291992,34.30029296875,-17.020309448242188,1.6003303527832031,18.586166381835938,-14.167328834533691,-35.512386322021484,33.48152160644531,-32.20628356933594,-56.8361701965332,22.537002563476562,-22.439472198486328,-62.431549072265625,11.091812133789062,-11.027030944824219,5.935451507568359,0.660186767578125,-23.792247772216797,-27.587839126586914,13.927215576171875,-42.60456848144531,-49.295982360839844,6.3462677001953125,-32.26006317138672,-56.20921325683594,-2.747161865234375,-19.662120819091797,6.079185485839844,-17.498184204101562,-31.029525756835938,-18.977296829223633,-4.9573974609375,-46.86116027832031,-34.98154067993164,-6.5928497314453125,-39.2391357421875,-42.69651412963867,-12.166168212890625,-26.767406463623047,48

-5.728307723999023,31.636703491210938,3.6841068267822266,-17.925600051879883,61.52931213378906,-18.37744140625,-32.8331184387207,72.91447448730469,-29.87127685546875,-46.19413757324219,77.23435974121094,-36.553314208984375,-5.905824661254883,-30.89312744140625,46.44843673706055,-30.652360916137695,3.313995361328125,29.29376983642578,-47.719337463378906,20.175155639648438,9.609888076782227,-58.02091979980469,25.130325317382812,-8.364203453063965,1.1457443237304688,20.328903198242188,-11.582018852233887,-35.687747955322266,36.6181640625,-28.976932525634766,-56.05242156982422,22.8336181640625,-20.905773162841797,-59.93226623535156,9.435302734375,-11.007478713989258,6.595771789550781,4.014801025390625,-23.28333282470703,-26.745454788208008,18.389083862304688,-41.599220275878906,-47.604270935058594,7.813018798828125,-32.176910400390625,-52.911720275878906,-3.4690093994140625,-20.612384796142578,7.8014068603515625,-13.019699096679688,-32.79633331298828,-16.628135681152344,0.8549652099609375,-48.49445343017578,-32.56648254394531,-2.6862640380859375,-41.39976501464844,-39.39668655395508,-10.528076171875,-29.653221130371094,48

-5.891145706176758,31.627243041992188,3.5040550231933594,-17.393171310424805,61.50669860839844,-18.945363998413086,-31.612262725830078,73.31889343261719,-30.872385025024414,-44.5350341796875,78.19190979003906,-38.01964569091797,-6.091396331787109,-30.71343994140625,46.54353713989258,-30.64704132080078,3.5567169189453125,29.241024017333984,-47.55750274658203,20.457351684570312,9.456159591674805,-57.76032257080078,25.483184814453125,-8.554604530334473,1.1371002197265625,20.282424926757812,-11.664072036743164,-35.79640197753906,36.0865478515625,-29.292892456054688,-55.949092864990234,22.064590454101562,-21.09954833984375,-59.536338806152344,8.678512573242188,-11.07513427734375,6.738578796386719,3.940887451171875,-23.255054473876953,-26.634014129638672,17.916213989257812,-41.82086181640625,-47.40178680419922,7.2063446044921875,-32.34870910644531,-52.558563232421875,-4.045684814453125,-20.687191009521484,8.083854675292969,-13.129989624023438,-32.68376922607422,-16.438390731811523,0.4373779296875,-48.505455017089844,-32.3191032409668,-3.242828369140625,-41.35249328613281,-38.99666976928711,-11.104736328125,-29.53186798095703,48

-5.791725158691406,31.616195678710938,3.760122299194336,-18.101709365844727,61.61125183105469,-18.098878860473633,-33.16749572753906,72.91926574707031,-29.46175765991211,-46.62751388549805,77.10563659667969,-36.02910614013672,-5.816457748413086,-31.01220703125,46.38031005859375,-30.553075790405273,3.36834716796875,29.56131935119629,-47.65635299682617,20.487518310546875,10.133308410644531,-58.0338020324707,25.697250366210938,-7.7247819900512695,1.0973396301269531,20.357864379882812,-11.535755157470703,-35.95146942138672,36.501373291015625,-28.606252670288086,-56.060646057128906,22.417022705078125,-20.41301727294922,-59.714202880859375,8.9185791015625,-10.56478500366211,6.574695587158203,4.0820770263671875,-23.277597427368164,-27.00196647644043,18.295623779296875,-41.286258697509766,-47.614044189453125,7.4249725341796875,-31.658466339111328,-52.670265197753906,-3.9661407470703125,-20.08831214904785,7.810356140136719,-12.927932739257812,-32.83049011230469,-16.696380615234375,0.9470062255859375,-48.407562255859375,-32.55876159667969,-2.7371063232421875,-41.216041564941406,-39.26601028442383,-10.679885864257812,-29.46649932861328,48

-5.641452789306641,31.378890991210938,5.550201416015625,-14.114143371582031,63.47029113769531,-15.123684883117676,-25.919883728027344,77.69474792480469,-27.05069923400879,-37.261932373046875,84.86289978027344,-34.91222381591797,7.773822784423828,5.5059967041015625,-22.605045318603516,-24.373958587646484,21.803237915039062,-41.43718338012695,-46.60757064819336,11.854324340820312,-34.92496871948242,-53.698463439941406,0.0714569091796875,-24.921234130859375,-8.45467758178711,-33.898223876953125,43.887939453125,-32.28533935546875,1.4485015869140625,27.77862548828125,-48.09490966796875,18.2506103515625,7.023332595825195,-56.956111907958984,22.940048217773438,-11.771145820617676,1.8863105773925781,21.052169799804688,-10.097943305969238,-32.55309295654297,40.89262390136719,-28.669750213623047,-55.31563949584961,29.251449584960938,-24.64157485961914,-62.00605773925781,15.635162353515625,-16.74350929260254,9.30795669555664,-10.857742309570312,-33.18804168701172,-13.700576782226562,4.5587615966796875,-49.579463958740234,-30.51587677001953,1.63330078125,-44.5204963684082,-39.12886047363281,-6.3631439208984375,-34.128177642822266,48
